20801;0.2051;46.432676
20820;4.0005;48.394793
20801;1.427988;43.666276
20801;6.529682;43.254606
20820;4.958829;44.325909
20801;6.522491;45.314996
20801;6.829993;48.405924
20820;0.62584;43.283334
20801;5.30468;46.039101
20801;1.444345;43.610389
20820;0.743888;48.541387
20820;6.360827;45.423057
20820;4.671246;45.355827
20820;6.455605;47.885084
20801;-0.619829;44.796533
20801;1.827074;44.744469
20801;2.271436;48.855305
20801;1.445484;43.583903
20801;-0.568817;44.874425
20801;7.020841;43.552363
20820;0.3862;47.426575
20801;2.397901;47.076644
20801;1.498026;43.549285
20820;2.042711;49.887272
20801;-1.850998;46.636377
20820;-2.562523;47.964412
20801;1.466805;43.573569
20801;1.359541;43.61249
20801;1.586532;50.51959
20801;1.333932;43.612721
20801;1.913333;47.900328
20801;3.037777;43.021661
20801;0.548786;44.875287
20820;-3.309732;48.81527
20801;-0.255229;44.911603
20820;0.740496;47.538477
20820;1.008183;43.505914
20820;1.153495;47.858743
20820;0.712118;44.410294
20801;-0.583181;44.84093
20820;3.8181;47.913594
20820;5.095375;45.605389
20801;2.166457;48.992036
20801;-0.61307;43.193597
20801;2.32171;43.715429
20801;2.264696;49.866476
20820;0.133698;45.563006
20801;2.401091;48.891854
20801;4.091411;44.123196
20801;3.846537;43.645996
20820;4.682221;43.889033
20801;-1.164026;44.647215
20820;6.476735;43.724942
20801;0.254126;46.546085
20820;-1.476729;43.492634
20801;2.156453;48.784208
20801;5.357468;43.482857
20820;-1.91499;46.693832
20801;3.164394;43.159297
20801;7.017628;43.550527
20801;-0.423893;45.00834
20801;2.055739;48.789121
20801;3.036678;50.485876
20801;5.395882;43.269832
20820;0.307232;44.188673
20820;4.80594;43.94727
20801;5.393877;43.271676
20801;5.446032;43.535317
20801;6.698141;46.005473
20801;1.453524;43.608496
20820;2.73755;47.657095
20801;-0.574819;44.841308
20801;3.296327;49.844936
20820;3.560056;49.868016
20820;4.550267;46.737137
20820;0.156945;44.506668
20801;1.43813;43.612091
20801;4.863729;45.755088
20820;-0.563837;44.776268
20820;1.172791;47.146221
20801;-1.469473;43.494358
20820;6.202537;45.859827
20810;1.837872;49.965435
20801;3.18806;43.182518
20820;1.175877;43.682069
20801;2.240279;43.628038
20801;2.102087;49.029591
20820;6.291195;45.454018
20820;0.734215;47.912211
20801;2.350634;48.8488
20801;-0.666064;44.855445
20801;3.890831;43.60811
20801;4.138607;43.515219
20801;-0.523148;44.879444
20820;0.513401;47.283565
20820;0.222692;44.363287
20820;5.146254;45.479983
20820;4.764656;46.785621
20801;1.04947;47.798469
20820;3.502425;49.682507
20820;5.737972;48.343631
20801;2.329139;48.813138
20820;0.07448;45.683912
20801;4.85329;45.784543
20801;0.358878;46.688799
