Operateur;x;y;2G;3G;4G
20801;2.299;48.914;1;1;1
20801;2.3;48.878;0;1;0
20820;2.3;48.871;1;0;0
20810;2.3;48.839;1;0;0
20810;2.3;48.865;1;0;1
20820;2.29;49.596;1;1;1
20810;2.3;48.871;1;0;0
20801;2.3;48.839;0;0;0
20801;2.3;48.87;0;0;0
20801;2.3;48.871;0;0;0
20810;2.29;49.595;1;1;1
20810;2.3;48.868;1;1;0
20801;2.3;48.869;1;1;1
20820;2.301;48.839;1;0;0
20810;2.299;48.932;1;1;1
20820;2.301;48.81;1;0;0
20810;2.301;48.81;1;0;0
20820;2.301;48.832;1;1;1
20801;2.3;48.878;0;0;0
20801;2.3;48.886;0;1;0
20810;2.3;48.919;0;1;0
20810;2.301;48.833;1;1;1
20801;2.3;48.864;0;0;0
20820;2.3;48.866;1;1;1
20820;2.3;48.87;1;1;1
20810;2.301;48.859;0;1;1
20801;2.311;48.105;1;1;0
20801;2.301;48.81;0;0;0
20801;2.302;48.761;0;1;1
20801;2.302;48.761;1;0;0
20820;2.3;48.933;1;1;1
20820;2.3;48.9;1;1;1
20810;2.3;48.893;1;1;1
20810;2.301;48.845;1;1;1
20820;2.301;48.868;1;1;1
20810;2.301;48.875;1;1;0
20801;2.301;48.832;1;1;1
20801;2.369;43.237;1;1;0
20810;2.305;48.589;1;1;1
20810;2.301;48.87;1;0;0
20801;2.287;49.888;1;1;1
20801;2.3;48.906;1;1;1
20801;2.301;48.871;0;0;0
20820;2.302;48.762;1;1;1
20810;2.301;48.841;1;1;1
20801;2.301;48.867;0;0;0
20820;2.301;48.864;1;0;0
20810;2.301;48.875;1;1;1
20815;2.301;48.875;0;1;1
20801;2.301;48.869;0;1;0
20801;2.301;48.868;0;1;1
20810;2.287;49.907;0;1;0
20810;2.301;48.882;0;1;0
20801;2.301;48.841;1;1;0
20820;2.303;48.746;1;1;1
20801;2.301;48.859;0;1;1
20815;2.301;48.843;0;1;1
20820;2.305;48.614;1;1;1
20810;2.305;48.614;1;1;1
20810;2.302;48.828;1;1;1
20801;2.301;48.857;0;0;0
20815;2.301;48.901;0;1;1
20820;2.301;48.876;1;1;1
20815;2.3;48.932;0;1;1
20801;2.3;48.932;1;1;1
20820;2.303;48.762;1;1;0
20810;2.302;48.822;1;1;1
20801;2.303;48.736;0;1;1
20801;2.303;48.747;1;1;1
20801;2.305;48.635;0;1;0
20810;2.303;48.762;1;1;0
20810;2.301;48.88;0;1;0
20810;2.301;48.875;1;0;0
20801;2.301;48.883;0;1;1
20801;2.302;48.871;0;1;0
20820;2.302;48.87;1;0;0
20820;2.301;48.883;1;1;1
20820;2.302;48.858;1;0;0
20801;2.37;43.212;1;1;0
20820;2.302;48.84;1;1;1
20801;2.302;48.883;0;1;0
20815;2.288;49.888;0;1;1
20801;2.302;48.838;1;1;1
20820;2.302;48.827;1;1;1
20801;2.273;50.959;1;1;1
20810;2.302;48.838;1;1;1
20820;2.302;48.869;1;1;1
20801;2.302;48.849;1;1;1
20815;2.305;48.615;0;1;0
20801;2.302;48.858;0;1;1
20820;2.304;48.735;1;1;1
20820;2.302;48.848;1;1;1
20801;2.302;48.872;1;1;1
20801;2.302;48.868;0;0;0
20820;2.277;50.708;1;1;1
20810;2.277;50.708;1;1;1
20801;2.302;48.875;0;0;0
20801;2.302;48.878;0;0;0
20820;2.305;48.635;1;1;1
20801;2.302;48.866;0;0;0
20801;2.303;48.829;1;1;1
20820;2.3;49.049;1;1;1
20810;2.3;49.048;1;1;1
20815;2.306;48.592;0;1;1
20801;2.316;47.812;1;1;1
20801;2.302;48.876;1;1;1
20810;2.303;48.871;1;1;0
20801;2.302;48.888;1;1;1
20810;2.303;48.866;0;0;1
20801;2.303;48.872;0;0;0
20820;2.303;48.874;1;1;1
20810;2.303;48.865;0;1;0
20810;2.303;48.861;1;1;1
20815;2.303;48.861;0;1;1
20810;2.302;48.908;0;1;0
20810;2.301;49.012;1;1;1
20801;2.303;48.861;1;1;1
20810;2.303;48.887;1;1;1
20815;2.301;49.012;0;1;0
20820;2.303;48.861;1;1;1
20810;2.303;48.879;1;0;0
20810;2.303;48.87;1;1;0
20820;2.304;48.821;1;1;1
20810;2.303;48.88;0;1;0
20801;2.303;48.859;0;0;0
20801;2.303;48.876;0;0;0
20810;2.303;48.884;1;0;0
20820;2.303;48.871;0;1;1
20810;2.304;48.816;1;1;1
20801;2.305;48.753;0;1;0
20801;2.303;48.869;0;0;0
20815;2.303;48.847;0;1;1
20820;2.37;43.362;1;1;0
20810;2.37;43.362;1;1;0
20801;2.37;43.362;1;1;0
20801;2.303;48.844;1;1;1
20801;2.304;48.839;0;0;0
20820;2.303;48.847;1;1;1
20801;2.303;48.879;0;0;0
20810;2.303;48.857;0;1;0
20820;2.303;48.891;1;1;1
20810;2.308;48.518;1;0;0
20820;2.303;48.877;1;1;1
20810;2.303;48.898;1;1;0
20820;2.303;48.879;1;0;0
20820;2.307;48.607;1;1;1
20810;2.303;48.867;1;0;0
20810;2.303;48.878;0;1;1
20801;2.307;48.607;1;1;1
20810;2.303;48.877;0;1;0
20810;2.303;48.891;1;1;1
20810;2.307;48.607;1;1;1
20810;2.305;48.754;0;0;1
20820;2.303;48.879;1;1;1
20820;2.289;49.904;1;1;0
20820;2.317;47.812;1;1;0
20815;2.317;47.812;0;1;1
20801;2.302;48.99;1;1;1
20815;2.303;48.879;0;1;1
20801;2.315;48.029;1;1;0
20820;2.325;47.234;1;1;1
20810;2.325;47.234;1;1;1
20801;2.303;48.89;0;1;0
20801;2.304;48.815;0;0;0
20801;2.304;48.855;1;1;1
20801;2.304;48.881;1;1;1
20801;2.304;48.824;1;1;0
20801;2.304;48.866;0;0;0
20801;2.303;48.941;1;1;1
20820;2.304;48.844;1;1;1
20801;2.304;48.866;1;1;1
20801;2.309;48.518;0;1;0
20801;2.304;48.869;0;1;0
20801;2.305;48.763;0;0;0
20820;2.304;48.887;1;1;1
20810;2.304;48.868;1;0;0
20810;2.304;48.862;1;0;0
20810;2.306;48.739;1;1;1
20801;2.304;48.893;0;0;0
20801;2.304;48.902;0;0;0
20810;2.304;48.874;1;0;0
20810;2.29;49.879;0;1;0
20820;2.304;48.877;1;0;0
20801;2.304;48.874;0;1;0
20820;2.305;48.827;1;0;0
20810;2.305;48.827;1;0;0
20820;2.304;48.872;1;1;1
20810;2.304;48.893;1;1;0
20801;2.304;48.856;0;1;0
20801;2.304;48.883;0;0;0
20820;2.304;48.884;1;0;0
20801;2.304;48.872;0;0;0
20810;2.304;48.871;1;1;0
20810;2.304;48.871;1;1;0
20810;2.304;48.876;1;1;0
20801;2.304;48.872;1;1;1
20810;2.305;48.874;0;1;0
20815;2.304;48.889;0;1;1
20801;2.305;48.875;0;1;0
20801;2.305;48.867;0;0;0
20810;2.305;48.831;1;1;1
20810;2.305;48.872;1;1;1
20801;2.305;48.87;0;0;0
20820;2.305;48.882;1;1;1
20815;2.305;48.834;0;1;1
20820;2.305;48.831;1;1;1
20815;2.305;48.831;0;1;1
20801;2.301;49.125;1;1;1
20801;2.308;48.618;1;1;1
20801;2.37;43.501;0;1;1
20820;2.305;48.834;1;1;1
20810;2.305;48.834;0;1;0
20815;2.306;48.809;0;1;0
20801;2.305;48.869;1;1;1
20810;2.305;48.869;1;1;1
20810;2.37;43.501;1;1;0
20801;2.305;48.883;0;1;0
20810;2.305;48.879;1;0;0
20810;2.305;48.849;1;1;0
20820;2.305;48.884;1;1;1
20801;2.306;48.834;1;1;1
20810;2.306;48.838;1;1;1
20810;2.304;48.939;1;0;0
20815;2.305;48.856;0;1;1
20810;2.305;48.873;0;1;0
20801;2.306;48.85;0;0;0
20810;2.306;48.854;1;0;0
20801;2.306;48.854;0;0;0
20820;2.306;48.854;1;0;0
20810;2.308;48.712;1;1;1
20820;2.306;48.865;1;0;0
20820;2.306;48.838;1;1;1
20810;2.292;49.892;1;1;1
20820;2.378;42.778;1;1;0
20810;2.378;42.778;1;1;0
20815;2.378;42.778;0;1;0
20820;2.306;48.871;1;1;1
20810;2.305;48.903;1;0;1
20801;2.292;49.892;1;1;1
20801;2.378;42.778;0;1;0
20801;2.305;48.882;1;1;1
20815;2.292;49.892;0;1;1
20801;2.306;48.867;0;1;0
20815;2.305;48.903;0;1;1
20801;2.306;48.835;0;0;0
20820;2.292;49.892;1;1;1
20801;2.306;48.866;0;0;0
20810;2.305;48.903;1;1;1
20801;2.305;48.903;0;0;0
20820;2.306;48.865;0;1;0
20801;2.306;48.845;0;0;0
20801;2.306;48.865;0;0;0
20810;2.306;48.843;0;1;1
20801;2.306;48.866;0;0;0
20801;2.305;48.898;0;1;1
20810;2.306;48.847;1;1;1
20801;2.307;48.817;0;0;0
20810;2.306;48.89;1;1;1
20810;2.306;48.898;1;1;1
20801;2.305;48.917;1;1;1
20815;2.306;48.868;0;1;0
20815;2.371;43.5;0;1;1
20810;2.306;48.855;1;1;1
20810;2.305;48.917;1;1;1
20815;2.305;48.917;0;1;1
20820;2.306;48.868;1;1;1
20815;2.307;48.797;0;1;1
20820;2.306;48.898;1;1;1
20815;2.303;49.128;0;1;1
20801;2.307;48.835;0;0;0
20815;2.306;48.898;0;1;1
20820;2.306;48.906;1;1;1
20810;2.305;48.925;1;1;1
20801;2.306;48.906;0;1;1
20820;2.307;48.797;1;1;1
20815;2.307;48.837;0;1;1
20820;2.303;49.128;1;1;1
20810;2.303;49.128;1;1;1
20820;2.309;48.662;1;1;1
20801;2.306;48.873;0;1;0
20810;2.309;48.662;1;1;1
20801;2.309;48.662;1;1;1
20820;2.306;48.856;1;1;1
20815;2.309;48.662;0;1;1
20801;2.304;49.025;1;1;1
20810;2.307;48.797;1;1;1
20810;2.306;48.871;1;1;1
20820;2.306;48.869;1;1;1
20801;2.306;48.869;0;1;1
20801;2.306;48.925;1;1;1
20801;2.307;48.826;1;1;1
20820;2.306;48.875;0;1;0
20801;2.307;48.828;0;0;0
20801;2.306;48.88;0;0;0
20815;2.305;48.943;0;1;1
20801;2.306;48.875;0;0;0
20801;2.307;48.835;0;1;1
20815;2.307;48.823;0;1;1
20810;2.305;48.968;1;1;1
20820;2.306;48.902;1;0;1
20801;2.306;48.903;1;1;1
20810;2.307;48.869;1;0;0
20801;2.306;48.882;0;1;0
20801;2.305;48.968;1;1;1
20801;2.306;48.885;1;1;1
20820;2.306;48.919;1;1;1
20810;2.307;48.847;1;0;0
20810;2.31;48.627;1;1;1
20801;2.307;48.847;0;0;0
20820;2.307;48.847;1;0;0
20820;2.306;48.915;1;1;1
20815;2.307;48.841;0;1;1
20801;2.307;48.87;0;1;0
20801;2.307;48.841;1;1;1
20801;2.307;48.881;0;1;0
20801;2.309;48.74;1;1;1
20810;2.28;50.797;1;1;0
20810;2.307;48.841;1;1;1
20801;2.306;48.972;1;1;1
20815;2.28;50.797;0;1;1
20801;2.307;48.891;1;1;1
20801;2.307;48.876;0;0;0
20801;2.307;48.899;0;1;0
20810;2.306;48.972;1;1;1
20820;2.307;48.854;1;1;1
20810;2.307;48.876;0;1;0
20801;2.307;48.877;0;1;0
20810;2.308;48.841;1;0;0
20801;2.308;48.841;0;0;0
20820;2.308;48.841;1;0;0
20801;2.286;50.444;1;1;1
20801;2.307;48.86;0;0;0
20820;2.372;43.489;1;1;0
20810;2.307;48.88;1;1;1
20801;2.308;48.85;0;0;0
20801;2.307;48.865;0;0;0
20820;2.307;48.866;1;1;1
20820;2.278;51.005;1;0;0
20801;2.307;48.885;0;0;0
20820;2.308;48.851;1;1;1
20820;2.281;50.797;1;1;0
20810;2.372;43.489;1;1;1
20801;2.308;48.837;1;1;1
20810;2.307;48.866;1;1;1
20801;2.306;48.958;1;1;1
20801;2.308;48.791;0;0;0
20801;2.307;48.874;0;0;0
20810;2.308;48.847;1;0;0
20810;2.307;48.904;0;1;0
20801;2.308;48.867;1;1;1
20810;2.309;48.762;0;1;0
20815;2.308;48.827;0;1;1
20810;2.308;48.827;1;1;1
20820;2.307;48.889;1;1;1
20801;2.308;48.87;1;1;1
20810;2.307;48.908;1;1;1
20810;2.308;48.823;1;1;1
20815;2.309;48.788;0;1;1
20810;2.308;48.874;1;0;0
20815;2.308;48.819;0;1;1
20801;2.308;48.854;1;1;1
20810;2.308;48.884;0;1;1
20801;2.309;48.766;0;1;1
20820;2.309;48.766;1;1;1
20820;2.308;48.827;1;1;1
20815;2.309;48.766;0;1;1
20815;2.308;48.884;0;1;1
20820;2.307;48.896;1;1;1
20801;2.308;48.871;0;0;0
20820;2.307;48.911;1;0;1
20810;2.308;48.867;1;1;0
20810;2.308;48.872;1;0;0
20801;2.308;48.893;0;0;0
20810;2.308;48.861;1;1;0
20801;2.308;48.861;0;1;0
20801;2.308;48.867;1;1;1
20801;2.308;48.867;0;0;0
20801;2.308;48.867;0;0;0
20801;2.382;42.643;1;0;0
20820;2.31;48.707;1;1;1
20815;2.311;48.708;0;1;1
20810;2.295;49.885;1;1;1
20801;2.309;48.849;1;1;1
20801;2.311;48.708;1;1;1
20815;2.289;50.269;0;1;1
20801;2.308;48.868;0;0;0
20810;2.308;48.896;1;1;1
20820;2.308;48.894;1;1;1
20801;2.309;48.844;1;1;1
20801;2.308;48.876;0;1;0
20820;2.307;48.961;1;1;1
20815;2.308;48.909;0;1;1
20801;2.308;48.883;0;0;0
20810;2.309;48.88;1;0;0
20820;2.308;48.883;1;0;0
20810;2.309;48.883;1;0;0
20820;2.309;48.856;1;1;1
20820;2.309;48.871;1;0;0
20820;2.309;48.823;1;1;1
20801;2.309;48.876;0;0;0
20810;2.309;48.845;0;0;1
20810;2.308;48.954;0;1;1
20815;2.309;48.849;0;1;1
20820;2.295;49.886;1;1;1
20801;2.309;48.857;1;1;1
20810;2.31;48.814;1;1;1
20810;2.309;48.876;1;1;0
20801;2.309;48.88;0;0;0
20815;2.309;48.858;0;1;1
20801;2.309;48.869;0;0;0
20810;2.309;48.868;1;1;1
20810;2.309;48.876;1;1;0
20810;2.309;48.858;0;1;1
20820;2.31;48.814;1;1;1
20820;2.309;48.88;1;0;0
20810;2.31;48.788;1;1;1
20820;2.282;50.854;1;1;0
20815;2.309;48.867;0;1;1
20820;2.309;48.859;1;1;1
20801;2.309;48.873;1;1;1
20810;2.309;48.875;1;0;0
20810;2.309;48.87;1;0;0
20810;2.309;48.874;1;0;0
20810;2.309;48.867;1;0;0
20801;2.31;48.812;1;1;0
20820;2.31;48.857;1;0;0
20801;2.282;50.854;1;1;1
20815;2.309;48.881;0;1;1
20815;2.308;48.984;0;1;1
20801;2.309;48.872;0;0;0
20801;2.309;48.874;0;1;0
20801;2.296;49.889;0;1;0
20810;2.282;50.854;1;0;0
20820;2.309;48.872;1;0;0
20820;2.309;48.881;1;1;1
20820;2.311;48.74;1;0;0
20815;2.31;48.845;0;1;0
20801;2.309;48.88;1;1;1
20801;2.31;48.857;0;0;0
20810;2.31;48.872;1;0;0
20810;2.31;48.851;0;1;1
20810;2.31;48.857;1;0;0
20801;2.309;48.939;0;1;0
20801;2.313;48.639;1;1;1
20815;2.313;48.639;0;1;1
20810;2.313;48.639;1;1;1
20801;2.306;49.142;1;1;1
20820;2.309;48.946;1;1;1
20820;2.31;48.876;1;0;0
20801;2.296;49.871;1;1;1
20801;2.31;48.876;1;1;1
20820;2.31;48.884;1;1;1
20801;2.313;48.652;1;1;1
20810;2.313;48.652;1;1;1
20820;2.311;48.788;1;1;1
20820;2.311;48.831;1;1;1
20820;2.311;48.836;1;1;1
20801;2.31;48.877;0;0;0
20801;2.296;49.894;1;1;0
20810;2.31;48.859;0;1;1
20801;2.312;48.724;1;1;1
20801;2.31;48.872;0;1;0
20801;2.31;48.874;0;1;0
20810;2.31;48.894;1;1;1
20801;2.311;48.839;1;1;1
20801;2.375;43.494;1;1;1
20820;2.296;49.924;1;1;1
20810;2.296;49.924;0;1;0
20801;2.296;49.924;1;1;1
20810;2.311;48.842;1;1;0
20810;2.311;48.87;0;1;0
20820;2.333;47.097;1;1;1
20815;2.333;47.097;0;1;1
20810;2.334;47.097;1;1;1
20810;2.311;48.836;1;1;1
20801;2.378;43.207;0;1;0
20801;2.311;48.885;0;1;0
20801;2.311;48.877;0;1;0
20810;2.313;48.726;1;1;1
20810;2.312;48.772;1;1;1
20815;2.312;48.772;0;1;1
20801;2.312;48.772;1;1;1
20801;2.311;48.911;0;0;0
20820;2.324;47.842;1;1;0
20820;2.311;48.864;1;1;1
20810;2.311;48.87;1;1;0
20810;2.311;48.864;1;1;0
20820;2.311;48.87;1;1;1
20801;2.312;48.817;0;0;0
20810;2.311;48.887;1;1;1
20820;2.311;48.887;1;1;1
20820;2.311;48.901;1;1;1
20801;2.311;48.877;0;0;0
20810;2.362;44.775;1;1;0
20820;2.312;48.842;1;0;0
20801;2.31;48.954;1;1;1
20801;2.313;48.803;1;1;0
20810;2.312;48.865;1;1;1
20801;2.312;48.842;0;0;0
20810;2.312;48.873;0;1;0
20810;2.31;48.993;1;1;1
20810;2.313;48.781;1;1;1
20801;2.362;44.775;1;1;0
20815;2.362;44.775;0;1;0
20820;2.298;49.892;1;1;0
20810;2.314;48.732;1;1;1
20820;2.313;48.773;1;1;1
20820;2.312;48.897;1;1;1
20810;2.298;49.901;1;1;1
20810;2.312;48.897;1;1;1
20815;2.312;48.897;0;1;1
20820;2.311;48.972;1;1;1
20801;2.314;48.732;1;1;1
20801;2.312;48.866;0;0;0
20801;2.312;48.87;0;1;0
20801;2.312;48.882;0;1;1
20801;2.312;48.866;0;1;1
20810;2.298;49.897;1;1;0
20820;2.298;49.901;1;1;1
20820;2.312;48.867;1;1;1
20810;2.312;48.867;1;1;1
20801;2.312;48.882;0;0;0
20801;2.298;49.901;1;1;1
20815;2.298;49.901;0;1;1
20815;2.312;48.873;0;1;1
20815;2.379;43.207;0;1;1
20801;2.311;48.98;1;1;1
20810;2.313;48.83;1;1;1
20801;2.313;48.83;1;1;1
20801;2.312;48.871;1;1;1
20801;2.313;48.781;1;1;1
20820;2.313;48.781;1;1;1
20801;2.312;48.875;0;0;0
20810;2.313;48.838;1;1;1
20810;2.312;48.842;1;0;0
20820;2.298;49.897;1;0;0
20815;2.313;48.838;0;1;1
20815;2.313;48.833;0;1;1
20801;2.314;48.699;0;1;1
20810;2.312;48.866;1;1;1
20815;2.314;48.733;0;1;1
20801;2.313;48.846;1;1;1
20801;2.312;48.883;0;1;1
20801;2.313;48.805;0;0;0
20810;2.313;48.845;1;1;1
20801;2.312;48.874;0;1;1
20820;2.314;48.733;1;1;1
20810;2.313;48.819;1;1;1
20801;2.312;48.874;0;0;0
20810;2.313;48.818;1;1;1
20810;2.302;49.629;1;1;1
20801;2.313;48.822;1;1;1
20820;2.313;48.838;1;1;1
20801;2.312;48.873;0;0;0
20815;2.318;48.48;0;1;1
20820;2.308;49.243;1;1;1
20810;2.308;49.243;1;1;1
20815;2.308;49.243;0;1;1
20801;2.313;48.88;0;1;0
20801;2.299;49.892;1;1;1
20810;2.313;48.87;0;1;0
20810;2.313;48.824;1;1;1
20810;2.313;48.835;1;1;1
20810;2.367;44.415;1;1;0
20801;2.313;48.834;1;1;1
20801;2.313;48.867;0;0;0
20810;2.313;48.873;1;1;1
20815;2.312;48.953;0;1;1
20801;2.313;48.864;0;1;0
20815;2.313;48.853;0;1;1
20801;2.312;48.93;1;1;1
20810;2.318;48.479;1;1;1
20820;2.367;44.415;1;1;0
20801;2.313;48.897;1;1;1
20820;2.303;49.629;1;1;1
20815;2.314;48.81;0;1;1
20810;2.299;49.891;0;1;0
20801;2.314;48.831;0;0;0
20815;2.313;48.905;0;1;1
20801;2.314;48.81;0;0;0
20810;2.314;48.831;1;0;0
20820;2.313;48.905;1;1;1
20810;2.315;48.746;1;1;1
20801;2.307;49.318;0;1;0
20810;2.307;49.318;1;1;1
20820;2.314;48.825;1;1;1
20810;2.313;48.873;1;0;0
20820;2.307;49.318;1;1;1
20815;2.307;49.318;0;1;1
20815;2.317;48.611;0;1;1
20810;2.313;48.877;1;1;1
20810;2.314;48.848;0;1;0
20820;2.312;48.953;1;1;1
20820;2.314;48.798;1;1;1
20810;2.314;48.822;1;1;1
20801;2.313;48.877;0;1;1
20810;2.314;48.861;1;0;0
20820;2.313;48.894;1;0;0
20801;2.314;48.798;1;1;1
20820;2.314;48.851;1;0;0
20810;2.313;48.875;1;0;0
20820;2.314;48.831;1;0;0
20801;2.314;48.851;0;0;0
20810;2.3;49.911;1;1;1
20801;2.3;49.884;1;1;1
20815;2.314;48.847;0;1;1
20801;2.314;48.853;0;1;1
20810;2.313;48.895;1;0;0
20820;2.3;49.911;1;1;1
20815;2.375;43.716;0;1;1
20820;2.314;48.847;1;1;1
20801;2.313;48.894;0;0;0
20810;2.314;48.853;1;1;1
20820;2.314;48.853;1;1;1
20801;2.314;48.873;0;0;0
20810;2.314;48.852;1;0;0
20810;2.314;48.862;1;0;0
20810;2.312;49.007;1;1;1
20815;2.312;49.007;0;1;1
20820;2.319;48.479;1;1;1
20820;2.314;48.862;1;0;0
20801;2.314;48.883;0;1;0
20801;2.314;48.86;0;0;0
20801;2.314;48.884;0;1;0
20810;2.314;48.862;0;1;1
20801;2.314;48.862;0;1;0
20810;2.314;48.871;0;1;0
20801;2.312;49.007;1;1;0
20815;2.314;48.887;0;1;1
20815;2.315;48.84;0;1;0
20820;2.315;48.828;1;1;1
20801;2.314;48.871;0;1;0
20810;2.314;48.883;1;1;1
20815;2.314;48.858;0;1;1
20810;2.315;48.841;1;1;1
20801;2.314;48.881;0;0;0
20801;2.315;48.828;1;1;1
20810;2.315;48.856;1;0;0
20815;2.315;48.829;0;1;1
20801;2.29;50.659;1;1;1
20810;2.316;48.735;1;1;0
20801;2.315;48.856;0;0;0
20820;2.316;48.735;1;1;1
20820;2.315;48.856;1;0;0
20820;2.315;48.872;0;0;1
20815;2.317;48.695;0;1;1
20801;2.335;47.228;1;0;0
20815;2.318;48.623;0;1;1
20820;2.315;48.842;1;1;1
20801;2.301;49.889;1;1;1
20810;2.314;48.892;1;1;1
20810;2.314;48.912;1;1;1
20801;2.314;48.892;1;1;1
20820;2.315;48.881;1;0;0
20810;2.314;48.898;1;1;0
20810;2.317;48.695;1;1;1
20801;2.314;48.912;1;1;1
20815;2.314;48.923;0;1;1
20801;2.315;48.875;0;1;0
20820;2.315;48.833;1;1;1
20801;2.315;48.881;0;0;0
20815;2.301;49.911;0;1;1
20801;2.315;48.85;0;0;0
20810;2.315;48.872;0;1;0
20801;2.301;49.911;1;1;1
20810;2.315;48.881;1;0;0
20820;2.29;50.721;1;1;1
20820;2.316;48.819;1;1;1
20815;2.315;48.893;0;1;1
20801;2.316;48.826;1;1;1
20810;2.314;48.952;1;1;1
20820;2.302;49.879;1;1;1
20810;2.318;48.648;1;1;1
20801;2.296;50.278;1;1;1
20810;2.29;50.721;1;1;1
20815;2.302;49.879;0;1;1
20820;2.347;46.342;1;1;0
20815;2.347;46.342;0;1;0
20801;2.347;46.342;1;1;0
20810;2.347;46.342;1;1;0
20810;2.302;49.879;1;1;1
20801;2.315;48.88;0;1;0
20820;2.318;48.648;1;1;1
20820;2.315;48.873;1;0;0
20815;2.305;49.636;0;1;0
20801;2.305;49.636;1;1;1
20801;2.315;48.87;1;0;0
20801;2.315;48.872;0;1;0
20801;2.315;48.868;0;0;0
20801;2.316;48.842;0;1;0
20801;2.302;49.879;1;1;1
20810;2.316;48.829;1;1;1
20810;2.316;48.87;1;1;0
20820;2.315;48.876;1;1;1
20820;2.316;48.851;1;1;1
20801;2.316;48.86;1;1;1
20810;2.316;48.873;1;0;0
20810;2.316;48.846;0;1;0
20815;2.316;48.851;0;1;1
20815;2.316;48.876;0;1;1
20810;2.317;48.755;1;1;1
20810;2.316;48.877;1;1;0
20801;2.316;48.841;0;1;0
20810;2.316;48.848;1;1;1
20810;2.315;48.959;1;1;1
20810;2.316;48.866;1;0;0
20801;2.315;48.959;1;1;1
20820;2.316;48.866;1;0;0
20801;2.316;48.879;1;1;1
20810;2.316;48.895;0;1;0
20820;2.339;47.046;1;1;1
20820;2.316;48.847;1;0;0
20820;2.316;48.83;1;1;1
20820;2.31;49.346;1;1;1
20810;2.31;49.346;1;1;1
20801;2.316;48.841;0;0;0
20801;2.316;48.847;0;0;0
20820;2.315;48.932;1;1;1
20820;2.348;46.275;1;1;1
20810;2.348;46.275;1;1;1
20820;2.316;48.839;1;1;1
20810;2.323;48.346;1;1;1
20810;2.316;48.874;1;0;0
20820;2.316;48.885;1;1;1
20801;2.316;48.885;1;1;1
20801;2.316;48.892;0;0;0
20820;2.323;48.346;1;1;1
20815;2.323;48.346;0;1;0
20810;2.317;48.839;1;1;0
20801;2.31;49.346;1;1;0
20820;2.314;49.035;1;1;1
20810;2.316;48.885;1;1;1
20801;2.316;48.86;0;0;0
20815;2.329;47.841;0;1;1
20801;2.317;48.813;1;1;1
20801;2.316;48.883;0;0;0
20801;2.311;49.302;1;1;1
20810;2.303;49.89;0;1;0
20810;2.317;48.833;0;1;1
20810;2.316;48.876;1;1;0
20801;2.317;48.844;0;1;0
20810;2.317;48.846;0;1;0
20815;2.316;48.882;0;1;1
20810;2.287;51.03;1;0;0
20810;2.287;51.03;1;0;0
20810;2.316;48.878;0;1;1
20820;2.316;48.879;1;1;1
20820;2.316;48.882;1;1;1
20810;2.317;48.844;1;0;0
20801;2.316;48.892;0;1;0
20801;2.287;51.021;1;1;0
20801;2.317;48.867;0;0;0
20801;2.317;48.884;0;0;0
20820;2.297;50.311;1;1;1
20801;2.317;48.87;0;0;0
20801;2.317;48.879;0;1;0
20801;2.317;48.882;0;0;0
20820;2.318;48.809;1;1;1
20820;2.317;48.833;1;0;0
20815;2.317;48.854;0;1;0
20820;2.317;48.84;1;1;1
20801;2.317;48.819;1;1;1
20810;2.318;48.809;1;1;1
20810;2.317;48.881;0;1;0
20820;2.303;49.891;1;1;0
20810;2.317;48.834;1;0;0
20815;2.288;51.01;0;1;0
20801;2.317;48.833;0;0;0
20801;2.318;48.791;1;1;1
20801;2.317;48.872;1;1;1
20810;2.317;48.872;0;1;0
20801;2.317;48.844;0;0;0
20801;2.317;48.881;0;1;0
20815;2.318;48.8;0;1;1
20820;2.317;48.844;1;0;0
20810;2.318;48.82;1;1;1
20810;2.318;48.8;1;1;1
20801;2.317;48.878;0;0;0
20810;2.318;48.83;1;1;1
20810;2.298;50.311;1;1;1
20820;2.317;48.891;1;1;1
20801;2.318;48.839;0;0;0
20801;2.317;48.861;0;0;0
20820;2.317;48.87;1;1;0
20815;2.317;48.879;0;1;1
20810;2.318;48.856;1;1;1
20801;2.318;48.852;0;0;0
20801;2.317;48.871;0;0;0
20820;2.318;48.861;1;1;1
20820;2.318;48.849;1;1;1
20801;2.318;48.849;0;1;0
20810;2.318;48.854;1;1;0
20810;2.317;48.902;1;1;1
20801;2.343;46.871;1;1;0
20801;2.319;48.789;0;0;0
20801;2.318;48.856;1;1;0
20801;2.318;48.873;0;1;0
20801;2.318;48.837;0;1;1
20801;2.318;48.845;0;0;0
20801;2.317;48.902;1;1;1
20810;2.318;48.86;1;1;0
20810;2.318;48.856;1;0;0
20815;2.32;48.729;0;1;1
20815;2.316;48.959;0;1;1
20801;2.318;48.841;0;0;0
20815;2.317;48.904;0;1;1
20815;2.318;48.857;0;1;1
20801;2.318;48.887;1;1;0
20801;2.318;48.844;0;0;0
20815;2.318;48.848;0;1;1
20810;2.318;48.867;0;1;0
20810;2.318;48.838;1;1;0
20815;2.319;48.825;0;1;1
20810;2.317;48.945;1;1;1
20801;2.319;48.834;1;1;1
20801;2.32;48.702;1;1;1
20810;2.318;48.85;1;1;1
20801;2.317;48.945;1;1;1
20820;2.374;44.2;1;1;1
20810;2.319;48.818;1;1;1
20810;2.319;48.836;1;1;1
20801;2.356;45.79;1;1;0
