Operateur;x;y;2G;3G;4G
20801;-0.886;47.046;1;1;1
20810;-0.725;44.715;1;1;1
20820;-0.86;46.678;1;1;0
20815;-0.725;44.715;0;1;0
20815;-0.86;46.678;0;1;0
20801;-0.652;43.585;1;0;1
20820;-0.815;46.051;1;1;1
20810;-0.815;46.051;1;1;1
20820;-0.651;43.585;1;0;0
20801;-0.722;44.684;1;1;0
20810;-0.892;47.141;1;1;1
20820;-0.892;47.141;1;1;1
20801;-0.892;47.141;1;1;1
20820;-0.756;45.197;1;1;1
20801;-0.735;44.875;1;1;1
20810;-0.756;45.2;1;1;0
20801;-0.893;47.171;1;1;0
20801;-0.987;48.439;1;1;1
20810;-0.885;47.064;1;1;0
20801;-0.637;43.393;0;1;0
20801;-0.735;44.907;1;1;1
20820;-0.647;43.567;1;1;1
20810;-0.647;43.567;1;1;1
20810;-0.734;44.907;1;1;1
20820;-0.734;44.907;1;1;1
20810;-0.866;46.817;1;1;0
20801;-0.873;46.925;0;0;0
20801;-0.754;45.201;1;1;1
20801;-0.622;43.182;0;1;1
20801;-0.723;44.764;1;1;1
20820;-0.883;47.069;1;1;1
20810;-0.88;47.043;0;1;0
20810;-0.898;47.288;1;1;0
20815;-0.88;47.043;0;1;1
20820;-0.8;45.91;1;1;1
20810;-0.8;45.91;1;1;1
20815;-0.728;44.856;0;1;1
20815;-0.615;43.105;0;1;0
20801;-0.615;43.105;0;1;0
20820;-0.728;44.856;1;1;1
20820;-0.615;43.105;1;1;0
20810;-1.041;49.211;1;1;0
20810;-0.615;43.105;1;1;0
20801;-0.615;43.105;1;0;0
20820;-0.88;47.055;1;1;1
20810;-0.879;47.055;1;1;0
20815;-0.879;47.057;0;1;1
20801;-0.879;47.057;1;1;1
20801;-0.88;47.062;1;1;1
20801;-0.851;46.679;1;1;0
20801;-0.988;48.535;1;1;0
20820;-0.953;48.072;1;1;1
20810;-0.953;48.072;1;1;1
20810;-1.029;49.072;1;1;1
20820;-1.029;49.072;1;1;1
20815;-0.749;45.207;0;1;1
20801;-0.834;46.435;1;1;0
20820;-0.834;46.434;1;1;0
20801;-0.813;46.136;1;1;1
20815;-0.834;46.435;0;1;1
20801;-0.878;47.068;1;1;1
20801;-0.8;45.966;0;1;0
20820;-0.793;45.852;1;1;0
20820;-0.974;48.372;1;1;1
20810;-0.974;48.372;1;1;1
20801;-0.974;48.373;1;1;0
20810;-0.719;44.762;1;1;1
20815;-0.615;43.139;0;1;1
20801;-0.614;43.14;1;1;0
20815;-0.628;43.371;0;1;0
20801;-0.628;43.371;1;1;1
20820;-0.721;44.813;1;1;1
20801;-0.724;44.853;1;1;1
20815;-0.721;44.813;0;1;1
20801;-0.736;45.043;1;1;1
20810;-0.736;45.043;1;1;0
20815;-0.736;45.043;0;1;0
20810;-0.72;44.812;1;1;1
20820;-0.717;44.77;1;1;1
20801;-0.864;46.919;1;1;0
20820;-0.864;46.919;1;1;0
20815;-0.864;46.919;0;1;0
20810;-0.864;46.919;1;1;0
20801;-1.038;49.242;1;1;1
20801;-0.73;44.974;1;1;0
20810;-0.741;45.153;1;1;0
20815;-0.715;44.766;0;1;1
20801;-0.741;45.153;1;1;0
20815;-0.873;47.068;0;1;0
20801;-0.872;47.059;1;1;1
20820;-0.71;44.697;1;1;1
20801;-0.71;44.697;1;0;0
20801;-0.613;43.193;1;1;0
20801;-0.613;43.193;1;1;1
20810;-0.872;47.067;1;1;0
20820;-0.727;44.974;1;1;1
20815;-0.812;46.221;0;1;1
20820;-0.812;46.22;1;1;1
20810;-0.812;46.22;1;1;1
20815;-0.726;44.973;0;1;1
20820;-0.974;48.476;1;1;1
20810;-0.973;48.477;1;1;1
20815;-0.973;48.477;0;1;1
20810;-0.714;44.814;0;1;0
20801;-0.714;44.814;1;1;1
20801;-0.716;44.839;1;1;1
20810;-0.613;43.248;1;1;1
20820;-0.903;47.541;1;1;1
20810;-0.903;47.541;1;1;1
20801;-0.733;45.106;1;1;0
20820;-0.613;43.248;1;1;1
20820;-0.733;45.106;1;1;1
20801;-0.869;47.072;1;1;1
20820;-0.598;43.014;1;1;1
20820;-0.62;43.374;1;1;1
20810;-0.62;43.374;1;1;1
20810;-0.597;43.015;1;1;0
20801;-0.809;46.236;1;1;1
20810;-0.714;44.848;1;1;1
20801;-0.717;44.896;1;1;1
20820;-0.624;43.466;1;1;1
20810;-0.624;43.466;1;1;1
20810;-0.865;47.056;0;1;0
20815;-0.865;47.056;0;1;1
20801;-0.823;46.464;1;1;0
20810;-0.827;46.528;1;1;0
20801;-0.865;47.056;1;1;1
20801;-0.596;43.038;1;0;0
20810;-0.596;43.038;1;1;0
20801;-0.843;46.775;0;1;1
20801;-0.594;43.022;1;1;1
20810;-0.712;44.865;1;1;1
20801;-0.712;44.864;1;1;1
20820;-0.89;47.427;1;0;0
20820;-0.712;44.865;1;1;1
20810;-0.863;47.076;1;1;1
20820;-0.863;47.076;1;1;1
20810;-0.726;45.092;1;1;0
20801;-0.933;48.04;0;1;1
20820;-0.862;47.055;1;1;1
20820;-0.858;47.002;1;1;1
20815;-0.858;47.002;0;1;1
20810;-0.858;47.002;1;1;1
20810;-0.861;47.055;1;1;1
20820;-1.035;49.377;1;1;1
20810;-1.035;49.377;1;1;1
20820;-0.713;44.895;1;1;1
20820;-0.603;43.193;1;1;1
20810;-0.603;43.193;1;1;1
20815;-0.603;43.193;0;1;1
20815;-0.71;44.862;0;1;1
20820;-0.713;44.92;1;1;1
20815;-0.819;46.478;0;1;1
20801;-0.819;46.478;1;1;0
20801;-0.87;47.2;1;1;0
20815;-0.87;47.203;0;1;1
20810;-0.87;47.2;1;1;1
20810;-0.721;45.047;1;1;0
20820;-0.87;47.2;1;1;1
20801;-0.708;44.846;1;1;1
20801;-0.703;44.787;1;1;1
20820;-0.703;44.787;1;1;1
20801;-0.698;44.709;1;1;0
20801;-0.712;44.92;0;1;1
20815;-0.712;44.92;0;1;1
20801;-1.033;49.386;1;1;1
20820;-0.979;48.684;1;1;1
20810;-0.979;48.684;1;1;1
20815;-1.033;49.387;0;1;1
20810;-0.924;47.952;1;1;1
20820;-0.923;47.952;1;1;1
20815;-0.923;47.952;0;1;1
20801;-0.932;48.084;1;1;0
20815;-0.598;43.178;0;1;1
20820;-0.889;47.517;1;1;1
20801;-0.711;44.951;1;1;0
20810;-0.711;44.951;1;1;1
20801;-0.611;43.393;1;1;1
20810;-0.889;47.516;1;1;1
20801;-0.701;44.806;1;1;0
20801;-0.706;44.884;1;1;1
20815;-0.651;44.044;0;1;0
20820;-0.946;48.3;1;1;1
20801;-0.946;48.3;0;1;0
20815;-0.946;48.3;0;1;1
20810;-0.945;48.3;1;1;1
20801;-0.696;44.746;1;1;1
20801;-0.702;44.849;0;0;0
20820;-0.702;44.849;0;1;1
20820;-0.701;44.829;1;1;1
20801;-0.701;44.83;0;0;0
20820;-0.643;43.935;1;1;1
20810;-0.643;43.935;1;1;1
20801;-0.594;43.175;0;1;0
20820;-0.594;43.175;1;1;1
20810;-0.594;43.175;1;1;1
20820;-0.898;47.688;1;1;1
20810;-0.898;47.688;1;1;1
20820;-0.811;46.477;1;1;1
20810;-0.81;46.477;1;1;0
20801;-0.647;44.046;1;0;0
20801;-0.699;44.85;0;1;1
20810;-0.647;44.045;1;1;0
20801;-0.647;44.045;0;1;0
20820;-0.647;44.045;1;1;0
20801;-0.697;44.819;0;1;1
20810;-0.699;44.844;0;1;1
20820;-0.699;44.85;1;1;1
20810;-0.694;44.781;1;1;1
20801;-0.697;44.833;1;1;1
20801;-0.697;44.833;0;1;0
20820;-0.756;45.712;1;1;1
20810;-0.85;47.064;1;1;1
20801;-0.923;48.069;1;1;0
20820;-0.85;47.064;1;1;1
20815;-0.851;47.068;0;1;1
20820;-0.85;47.068;1;1;0
20815;-0.756;45.712;0;1;1
20810;-0.756;45.712;1;1;1
20801;-0.85;47.068;1;1;1
20820;-0.574;42.905;1;1;1
20810;-0.574;42.905;1;1;0
20801;-0.574;42.905;1;1;0
20801;-0.693;44.78;1;1;1
20801;-0.762;45.81;1;1;1
20820;-0.762;45.809;1;1;1
20810;-0.762;45.809;1;1;1
20801;-0.811;46.55;1;1;0
20810;-0.694;44.828;1;1;1
20820;-0.688;44.743;1;1;1
20820;-0.699;44.905;1;1;1
20801;-0.779;46.109;1;1;0
20810;-0.687;44.743;1;1;0
20801;-0.667;44.428;0;1;0
20815;-0.667;44.428;0;1;0
20810;-0.667;44.428;1;1;0
20820;-0.692;44.82;1;1;1
20820;-0.804;46.465;0;1;0
20815;-0.688;44.752;0;1;1
20801;-0.826;46.785;1;1;1
20801;-0.842;47.01;1;1;0
20801;-0.889;47.672;0;1;0
20820;-0.7;44.95;1;1;1
20820;-0.69;44.798;1;1;1
20820;-0.991;49.043;1;1;1
20810;-0.991;49.043;1;1;1
20815;-0.991;49.043;0;1;1
20801;-0.692;44.835;1;1;1
20815;-0.692;44.835;0;1;1
20801;-0.802;46.463;1;1;0
20820;-0.809;46.564;1;1;0
20815;-0.809;46.564;0;1;1
20801;-0.907;47.943;1;1;0
20820;-0.892;47.729;1;1;1
20810;-0.892;47.729;1;1;1
20820;-0.687;44.778;1;1;1
20801;-0.693;44.86;0;1;1
20801;-0.843;47.061;1;1;1
20801;-0.996;49.129;1;1;1
20801;-0.562;42.815;1;0;0
20820;-0.693;44.885;1;1;1
20820;-0.731;45.473;1;1;1
20810;-0.731;45.473;1;1;1
20810;-0.692;44.886;1;1;0
20801;-0.692;44.886;1;1;1
20801;-0.69;44.865;1;1;1
20820;-0.759;45.899;1;1;1
20810;-0.759;45.899;1;1;1
20815;-0.773;46.109;0;1;1
20801;-0.759;45.899;1;1;1
20820;-1.009;49.339;1;1;0
20820;-0.838;47.047;1;1;1
20815;-0.838;47.047;0;1;1
20820;-0.687;44.835;1;1;1
20810;-0.797;46.462;1;1;0
20810;-0.838;47.047;1;1;1
20801;-0.729;45.473;1;1;1
20810;-0.686;44.838;0;1;0
20801;-0.864;47.414;1;1;0
20801;-0.691;44.903;1;1;0
20801;-0.695;44.987;1;1;1
20820;-0.695;44.987;1;1;1
20820;-0.86;47.388;1;1;1
20810;-0.86;47.388;1;1;1
20801;-0.86;47.388;1;1;1
20801;-0.681;44.791;1;1;1
20820;-0.99;49.137;1;1;1
20810;-0.99;49.137;1;1;1
20815;-0.857;47.347;0;1;1
20820;-0.684;44.838;1;1;1
20810;-0.684;44.859;1;1;1
20801;-0.741;45.71;1;1;1
20801;-0.558;42.87;1;0;0
20820;-0.804;46.642;1;0;0
20801;-0.681;44.837;1;1;1
20815;-0.724;45.484;0;1;0
20801;-0.586;43.354;1;1;1
20820;-0.813;46.777;1;0;0
20810;-0.74;45.728;1;1;1
20820;-0.74;45.728;1;1;1
20801;-0.904;48.061;0;1;1
20801;-0.922;48.301;1;1;1
20810;-0.686;44.931;1;1;1
20801;-0.822;46.926;1;1;1
20810;-0.832;47.067;1;1;0
20810;-0.555;42.883;1;1;0
20815;-0.555;42.883;0;1;0
20801;-0.555;42.884;0;1;0
20820;-0.555;42.884;1;1;0
20801;-0.684;44.915;1;1;1
20820;-0.679;44.834;1;0;0
20815;-0.684;44.915;0;1;0
20820;-0.684;44.915;1;1;1
20801;-0.976;49.046;1;1;1
20810;-0.85;47.35;1;1;1
20820;-0.85;47.35;1;1;1
20801;-0.85;47.35;1;1;1
20810;-0.83;47.078;0;1;0
20810;-0.769;46.215;1;1;1
20820;-0.769;46.216;1;1;1
20801;-0.676;44.827;1;1;1
20801;-0.679;44.879;1;1;1
20815;-0.679;44.879;0;1;1
20801;-0.872;47.683;1;1;1
20820;-0.909;48.183;1;1;1
20810;-0.909;48.183;1;1;1
20801;-0.682;44.931;1;1;0
20815;-0.908;48.183;0;1;0
20810;-0.684;44.989;1;1;0
20801;-0.682;44.952;1;1;1
20820;-0.673;44.82;1;1;1
20815;-0.673;44.82;0;1;1
20801;-0.673;44.82;1;1;1
20810;-0.791;46.573;1;1;0
20820;-0.674;44.843;1;1;1
20801;-0.668;44.758;1;1;0
20801;-0.782;46.462;1;1;1
20801;-0.673;44.843;1;1;1
20801;-0.643;44.37;0;1;0
20815;-0.643;44.37;0;1;0
20810;-0.642;44.37;1;1;0
20810;-0.671;44.842;1;1;1
20820;-0.595;43.669;1;1;1
20810;-0.595;43.669;1;1;1
20801;-0.666;44.788;1;1;0
20801;-0.866;47.697;1;1;0
20820;-0.666;44.788;0;1;0
20810;-0.665;44.788;0;1;0
20820;-0.858;47.596;1;0;0
20815;-0.858;47.596;0;1;0
20801;-0.858;47.596;1;1;0
20801;-0.665;44.799;1;1;1
20820;-0.681;45.037;1;1;1
20815;-0.664;44.776;0;1;1
20801;-0.902;48.207;1;1;0
20810;-0.681;45.037;1;1;0
20801;-0.68;45.037;1;1;1
20810;-0.669;44.858;0;1;1
20801;-0.667;44.838;1;1;1
20810;-0.779;46.495;1;1;0
20815;-0.68;45.037;0;1;1
20820;-0.968;49.096;1;1;1
20810;-0.968;49.096;1;1;1
20810;-0.66;44.741;1;1;1
20815;-0.66;44.741;0;1;0
20820;-0.66;44.741;1;1;1
20820;-0.844;47.441;1;1;1
20810;-0.844;47.441;1;1;1
20801;-0.66;44.741;1;1;1
20801;-0.844;47.441;1;1;0
20801;-0.796;46.765;1;1;0
20815;-0.796;46.765;0;1;1
20810;-0.796;46.765;1;1;1
20815;-0.726;45.748;0;1;1
20810;-0.861;47.683;1;1;1
20815;-0.861;47.683;0;1;1
20810;-0.661;44.778;1;1;1
20801;-0.646;44.545;1;1;0
20820;-0.86;47.683;1;1;1
20815;-0.646;44.545;0;1;0
20810;-0.646;44.545;1;1;0
20801;-0.666;44.855;1;1;1
20801;-0.666;44.855;0;1;0
20801;-0.821;47.133;1;1;0
20801;-0.589;43.661;1;1;1
20801;-0.818;47.107;1;1;0
20801;-0.889;48.091;1;1;1
20820;-0.659;44.758;1;1;1
20820;-0.936;48.733;1;1;1
20815;-0.936;48.733;0;1;1
20810;-0.936;48.733;1;1;1
20801;-0.666;44.894;1;1;1
20815;-0.666;44.894;0;1;1
20820;-0.666;44.894;1;1;1
20820;-0.568;43.342;1;1;1
20810;-0.567;43.342;1;1;1
20820;-0.891;48.14;1;1;1
20815;-0.891;48.14;0;1;1
20810;-0.891;48.14;1;1;1
20801;-0.935;48.733;1;1;0
20820;-0.659;44.798;1;1;1
20801;-0.664;44.869;1;1;1
20815;-0.664;44.869;0;1;1
20810;-0.664;44.869;1;1;1
20820;-0.667;44.929;1;1;1
20820;-0.663;44.869;1;1;1
20815;-0.667;44.929;0;1;1
20820;-0.74;46.013;1;1;1
20810;-0.74;46.013;1;1;1
20801;-0.565;43.327;1;1;1
20801;-0.569;43.401;0;0;1
20801;-0.745;46.11;1;1;1
20815;-0.896;48.232;0;1;1
20820;-0.569;43.401;1;1;1
20810;-0.569;43.401;1;1;1
20815;-0.563;43.301;0;1;1
20820;-0.896;48.232;1;1;1
20810;-0.896;48.232;1;1;1
20801;-0.655;44.775;1;1;1
20801;-0.655;44.775;0;1;0
20820;-0.655;44.775;1;1;1
20820;-0.926;48.648;1;1;1
20810;-0.926;48.648;1;1;1
20815;-0.926;48.648;0;1;1
20801;-0.926;48.648;1;1;1
20820;-0.658;44.815;1;1;1
20815;-0.657;44.815;0;1;0
20801;-0.661;44.883;1;1;0
20810;-0.657;44.831;1;1;1
20801;-0.781;46.672;1;1;0
20820;-0.947;48.962;1;1;1
20810;-0.947;48.962;1;1;1
20815;-0.947;48.962;0;1;1
20820;-0.656;44.828;1;0;1
20801;-0.839;47.51;1;1;1
20820;-0.804;47.036;1;1;0
20810;-0.585;43.753;1;1;1
20820;-0.585;43.753;1;1;1
20815;-0.585;43.753;0;1;1
20801;-0.585;43.753;1;1;1
20820;-0.739;46.117;1;1;1
20810;-0.739;46.117;1;1;1
20801;-0.582;43.715;1;1;0
20801;-0.606;44.099;1;1;0
20820;-0.606;44.099;1;1;0
20820;-0.582;43.715;1;1;1
20810;-0.582;43.715;1;1;1
20810;-0.606;44.099;1;1;0
20815;-0.606;44.099;0;1;0
20801;-0.79;46.868;1;0;0
20820;-0.652;44.842;1;1;1
20810;-0.652;44.842;1;1;1
20801;-0.653;44.855;1;1;1
20810;-0.653;44.855;1;1;1
20801;-0.97;49.339;1;1;1
20801;-0.942;48.971;1;1;1
20815;-0.652;44.846;0;1;0
20801;-0.647;44.772;1;1;1
20815;-0.628;44.487;0;1;0
20801;-0.651;44.845;1;1;1
20801;-0.655;44.912;1;1;1
20815;-0.655;44.912;0;1;1
20801;-0.628;44.487;1;1;1
20820;-0.655;44.912;1;1;1
20820;-0.628;44.487;1;1;1
20820;-0.648;44.796;1;1;1
20810;-0.628;44.487;1;1;1
20810;-0.647;44.796;1;1;1
20801;-0.647;44.796;1;1;1
20810;-0.645;44.771;0;1;0
20810;-0.648;44.814;0;1;0
20801;-0.648;44.814;1;1;1
20801;-0.532;42.995;0;1;0
20810;-0.532;42.995;1;1;0
20815;-0.532;42.995;0;1;0
20801;-0.647;44.831;1;1;1
20801;-0.647;44.831;0;1;0
20815;-0.803;47.128;0;1;0
20820;-0.647;44.831;1;1;1
20801;-0.652;44.922;1;1;0
20810;-0.652;44.922;1;1;1
20801;-0.543;43.198;1;1;1
20820;-0.648;44.873;1;1;1
20810;-0.648;44.873;1;1;1
20801;-0.648;44.873;1;1;1
20820;-0.591;43.984;1;1;1
20810;-0.591;43.984;1;1;1
20810;-0.641;44.778;1;1;1
20801;-0.583;43.871;1;1;1
20810;-0.862;47.999;1;1;1
20820;-0.583;43.872;1;1;1
20810;-0.583;43.871;1;1;1
20820;-0.862;47.999;1;1;1
20815;-0.862;47.998;0;1;1
20820;-0.587;43.952;1;1;1
20810;-0.587;43.952;1;1;1
20801;-0.641;44.786;0;1;1
20820;-0.644;44.849;1;1;1
20820;-0.648;44.92;1;1;1
20801;-0.586;43.953;1;1;0
20801;-0.916;48.756;1;1;1
20820;-0.81;47.309;1;1;1
20810;-0.81;47.309;1;1;1
20815;-0.81;47.308;0;1;1
20801;-0.869;48.141;1;1;0
20801;-0.715;45.968;1;1;1
20810;-0.865;48.101;1;1;1
20820;-0.865;48.101;1;1;1
20801;-0.635;44.751;1;1;1
20810;-0.635;44.751;1;1;1
20810;-0.639;44.815;1;1;1
20820;-0.715;45.973;1;1;1
20801;-0.642;44.877;1;1;1
20801;-0.632;44.719;1;1;0
20810;-0.658;45.116;0;1;0
20810;-0.638;44.841;1;1;1
20820;-0.835;47.727;1;1;0
20810;-0.835;47.727;1;1;0
20815;-0.835;47.727;0;1;0
20801;-0.835;47.727;1;1;0
20801;-0.637;44.829;1;1;0
20820;-0.54;43.309;1;1;1
20810;-0.54;43.309;1;1;1
20820;-0.638;44.861;1;1;1
20801;-0.702;45.838;1;1;1
20815;-0.636;44.828;0;1;0
20801;-0.638;44.861;1;1;1
20820;-0.632;44.787;1;1;0
20815;-0.631;44.777;0;1;0
20810;-0.631;44.777;1;1;1
20801;-0.631;44.777;1;1;1
20820;-0.631;44.777;1;1;1
20810;-0.741;46.438;1;1;0
20810;-0.63;44.787;1;1;1
20820;-0.702;45.876;1;1;1
20810;-0.702;45.876;1;1;1
20815;-0.702;45.876;0;1;1
20820;-0.63;44.791;1;1;1
20820;-0.628;44.751;1;1;1
20820;-0.543;43.414;1;1;1
20810;-0.543;43.414;1;1;1
20801;-0.543;43.414;1;1;1
20820;-0.636;44.88;1;1;1
20810;-0.636;44.88;1;1;1
20810;-0.632;44.845;1;1;1
20815;-0.632;44.845;0;1;1
20801;-0.731;46.325;1;1;0
20801;-0.651;45.128;1;1;1
20815;-0.731;46.325;0;1;0
20815;-0.651;45.128;0;1;1
20810;-0.651;45.128;1;0;0
20801;-0.637;44.912;1;1;0
20820;-0.651;45.128;1;1;1
20801;-0.526;43.168;1;1;0
20810;-0.73;46.325;1;1;0
20820;-0.73;46.325;1;1;0
20801;-0.629;44.806;1;1;1
20801;-0.634;44.887;1;1;1
20820;-0.631;44.852;1;1;1
20810;-0.631;44.852;1;1;1
20801;-0.631;44.852;1;1;1
20810;-0.783;47.108;1;1;1
20820;-0.783;47.108;1;1;1
20801;-0.63;44.844;1;1;1
20801;-0.716;46.135;1;1;1
20801;-0.629;44.833;1;1;1
20810;-0.629;44.833;1;1;1
20820;-0.628;44.812;1;1;1
20820;-0.628;44.833;1;1;1
20810;-0.691;45.78;1;1;1
20820;-0.69;45.779;1;1;1
20820;-0.627;44.822;1;1;1
20801;-0.732;46.39;1;1;0
20801;-0.559;43.76;1;1;0
20810;-0.703;45.984;1;1;1
20820;-0.625;44.822;1;1;1
20801;-0.629;44.87;0;1;1
20810;-0.629;44.87;1;1;1
20801;-0.929;49.159;1;1;0
20801;-0.85;48.098;1;1;1
20801;-0.619;44.736;1;1;1
20801;-0.623;44.815;1;1;1
20810;-0.623;44.815;1;1;1
20815;-0.623;44.815;0;1;1
20810;-0.772;47.037;1;1;0
20801;-0.772;47.037;1;1;0
20815;-0.865;48.339;0;1;1
20820;-0.865;48.339;1;1;0
20801;-0.685;45.769;1;1;1
20820;-0.874;48.467;1;1;1
20810;-0.874;48.467;1;1;1
20801;-0.683;45.746;1;1;0
20815;-0.683;45.746;0;1;1
20820;-0.621;44.816;1;1;1
20810;-0.619;44.796;1;1;1
20820;-0.825;47.811;1;0;0
20810;-0.52;43.206;1;1;1
20801;-0.619;44.796;1;1;1
20801;-0.619;44.796;0;1;0
20820;-0.52;43.206;1;1;1
20820;-0.619;44.796;1;1;1
20801;-0.563;43.918;1;1;0
20801;-0.622;44.848;0;1;1
20815;-0.62;44.828;0;1;1
20801;-0.62;44.828;1;1;1
20801;-0.625;44.904;1;1;0
20810;-0.625;44.904;1;1;1
20815;-0.622;44.858;0;1;1
20810;-0.619;44.826;1;1;1
20801;-0.616;44.778;1;1;1
20820;-0.624;44.904;1;1;1
20815;-0.759;46.922;0;1;1
20810;-0.616;44.778;1;1;1
20801;-0.759;46.922;1;1;1
20810;-0.622;44.875;1;1;1
20820;-0.74;46.652;1;1;0
20810;-0.619;44.838;1;1;1
20815;-0.619;44.838;0;1;1
20801;-0.619;44.838;0;1;1
20801;-0.622;44.883;1;1;1
20820;-0.874;48.538;1;1;1
20810;-0.874;48.538;1;1;1
20820;-0.62;44.863;1;1;1
20801;-0.619;44.856;1;1;1
20820;-0.625;44.948;1;1;1
20820;-0.614;44.773;1;1;1
20815;-0.625;44.948;0;1;1
20801;-0.625;44.947;1;1;1
20810;-0.625;44.947;1;1;1
20801;-0.619;44.863;1;1;1
20810;-0.619;44.863;1;1;1
20810;-0.62;44.888;1;1;1
20815;-0.62;44.888;0;1;0
20820;-0.8;47.558;1;1;0
20820;-0.622;44.921;1;1;1
20815;-0.622;44.921;0;1;1
20801;-0.621;44.922;1;1;1
20820;-0.785;47.35;1;1;1
20810;-0.785;47.35;1;1;1
20801;-0.785;47.35;1;1;1
20801;-0.893;48.841;1;1;1
20815;-0.784;47.35;0;1;1
20801;-0.663;45.569;1;1;1
20820;-0.663;45.569;1;1;1
20801;-0.61;44.761;1;1;1
20820;-0.61;44.76;1;1;1
20815;-0.61;44.761;0;1;1
20810;-0.662;45.569;1;1;1
20801;-0.582;44.329;1;1;1
20810;-0.614;44.848;1;1;1
20820;-0.614;44.848;1;1;1
20815;-0.614;44.848;0;1;1
20820;-0.793;47.502;1;1;1
20810;-0.793;47.502;1;1;1
20801;-0.61;44.796;1;1;1
20801;-0.613;44.846;1;1;1
20801;-0.6;44.654;1;1;1
20810;-0.6;44.654;1;1;0
20810;-0.613;44.857;1;1;1
20820;-0.818;47.875;1;1;0
20810;-0.818;47.875;1;1;0
20815;-0.818;47.875;0;1;0
20801;-0.818;47.875;1;1;0
20820;-0.507;43.16;1;1;1
20820;-0.6;44.654;1;1;1
20801;-0.888;48.833;1;1;1
20810;-0.888;48.833;1;1;1
20815;-0.888;48.833;0;1;1
20820;-0.888;48.833;1;1;1
20815;-0.608;44.783;0;1;1
20810;-0.506;43.16;1;1;1
20801;-0.608;44.783;1;1;1
20820;-0.608;44.783;1;1;1
20801;-0.613;44.869;0;1;1
20801;-0.613;44.878;1;1;1
20801;-0.678;45.875;0;1;1
20801;-0.61;44.839;1;1;1
20820;-0.613;44.878;1;1;1
20801;-0.83;48.066;1;1;1
20820;-0.83;48.066;1;1;1
20810;-0.83;48.066;1;1;1
20810;-0.612;44.878;1;1;1
20820;-0.609;44.828;1;1;1
20801;-0.609;44.831;1;1;1
20815;-0.609;44.831;0;1;1
20801;-0.602;44.731;1;1;0
20815;-0.609;44.854;0;1;1
20801;-0.609;44.853;1;1;1
20810;-0.609;44.853;1;1;1
20801;-0.606;44.805;1;1;1
20810;-0.607;44.829;1;1;1
20810;-0.728;46.645;1;1;0
20801;-0.728;46.645;1;1;1
20820;-0.61;44.891;1;1;1
20801;-0.847;48.349;1;1;1
20810;-0.608;44.869;1;1;1
20815;-0.608;44.869;0;1;1
20820;-0.608;44.869;1;1;1
20815;-0.725;46.646;0;1;0
20820;-0.665;45.748;1;1;1
20820;-0.764;47.207;1;1;1
20810;-0.764;47.207;1;1;1
20815;-0.764;47.207;0;1;1
20810;-0.605;44.837;1;1;1
20810;-0.664;45.748;1;1;1
20801;-0.664;45.748;1;1;1
20801;-0.604;44.827;1;1;1
20801;-0.604;44.827;0;1;0
20810;-0.605;44.844;1;1;1
20810;-0.603;44.821;1;1;1
20820;-0.881;48.853;1;1;1
20815;-0.881;48.853;0;1;1
20801;-0.858;48.537;1;1;0
20820;-0.603;44.821;1;1;1
20801;-0.603;44.821;0;1;1
20801;-0.603;44.821;0;1;0
20810;-0.881;48.853;1;1;1
20801;-0.881;48.853;1;1;1
20810;-0.742;46.922;1;1;1
20820;-0.904;49.162;1;1;1
20810;-0.904;49.162;1;1;1
20820;-0.571;44.326;1;1;1
20810;-0.571;44.326;1;1;1
20820;-0.742;46.922;1;1;1
20815;-0.904;49.162;0;1;1
20801;-0.597;44.743;0;1;1
20801;-0.605;44.866;1;1;1
20810;-0.605;44.866;1;1;1
20820;-0.605;44.866;1;1;1
20820;-0.603;44.839;1;1;1
20820;-0.597;44.743;1;1;1
20801;-0.606;44.892;1;1;1
20801;-0.599;44.772;1;1;1
20810;-0.599;44.772;0;1;0
20801;-0.693;46.207;1;1;1
20801;-0.746;46.993;1;1;1
20810;-0.786;47.565;1;1;1
20810;-0.746;46.994;1;1;0
20810;-0.601;44.827;1;1;1
20820;-0.599;44.797;1;1;1
20815;-0.6;44.819;0;1;1
20810;-0.601;44.847;1;1;1
20810;-0.877;48.839;1;1;1
20801;-0.611;44.993;1;1;0
20801;-0.601;44.847;1;1;1
20801;-0.877;48.839;1;1;0
20820;-0.877;48.839;1;1;1
20815;-0.604;44.893;0;1;1
20815;-0.877;48.839;0;1;1
20810;-0.61;44.993;1;1;1
20820;-0.61;44.993;1;1;1
20801;-0.662;45.79;1;1;1
20801;-0.6;44.836;1;1;1
20810;-0.626;45.251;1;1;0
20810;-0.597;44.796;1;1;1
20801;-0.598;44.821;1;1;1
20801;-0.599;44.829;0;1;0
20801;-0.598;44.829;0;0;0
20820;-0.598;44.832;1;1;1
20801;-0.598;44.832;1;1;1
20801;-0.607;44.982;0;1;1
20810;-0.598;44.832;1;1;1
20815;-0.598;44.832;0;1;1
20801;-0.597;44.828;0;0;0
20801;-0.573;44.451;0;1;0
20810;-0.573;44.451;1;1;0
20815;-0.573;44.451;0;1;0
20801;-0.595;44.796;1;1;1
20801;-0.595;44.796;0;1;0
20815;-0.682;46.13;0;1;1
20820;-0.682;46.13;1;1;1
20810;-0.682;46.13;1;1;1
20801;-0.678;46.066;1;1;1
20810;-0.597;44.84;1;1;1
20815;-0.597;44.84;0;1;1
20810;-0.598;44.861;1;1;1
